fpl_id,opta_id,season_name,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts
753,19236,2006/07,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2007/08,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2008/09,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2011/12,40,42,97,3319,0,0,3,65,0,1,0,1,1,140,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2012/13,45,44,67,1341,0,0,6,21,0,1,0,0,0,54,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2013/14,50,51,135,3420,0,0,12,62,0,0,0,2,0,125,8,186,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2015/16,45,41,69,2430,0,0,3,44,0,0,0,0,0,69,1,409,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2018/19,45,42,7,90,0,0,1,0,0,0,0,0,0,3,0,25,26.6,0.0,0.0,2.7,0,0,0,0,0
753,19236,2019/20,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
753,19236,2020/21,45,43,4,91,0,0,0,1,0,0,0,0,0,3,0,19,25.4,0.0,0.0,2.5,0,0,0,0,0
753,19236,2021/22,45,43,3,135,0,0,0,3,0,0,0,0,0,4,0,20,34.2,0.0,0.0,3.4,0,0,0,0,0
753,19236,2024/25,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
